City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
552,Ouesso,CG,74.41,light rain,1.6136,16.0517,ABENIE Hotel
554,Avanigadda,IN,79.86,light rain,16.0215,80.9181,AP Camping
556,Taltal,CL,63.57,clear sky,-25.4,-70.4833,Residencial Karime
557,Ponta Delgada,PT,72.32,broken clouds,37.7333,-25.6667,Vila Nova Hotel
558,Roald,NO,60.91,broken clouds,62.5833,6.1333,Flem Cabins
562,Saijo,JP,77.16,light rain,33.9167,133.1833,Saijo Urban Hotel
563,Cabedelo,BR,77.67,scattered clouds,-6.9811,-34.8339,Pousada Camboinha
564,Lumajang,ID,73.38,few clouds,-8.1335,113.2248,SPOT ON 2440 Wallet Family Residence
569,Palana,RU,51.24,broken clouds,59.1167,159.9667,Chikago
573,Gua Musang,MY,76.84,overcast clouds,4.8823,101.9644,Mines Inn Hotel
574,Amurzet,RU,59.43,overcast clouds,47.6967,131.0981,Gostinitsa Kvartirnogo Tipa
576,Dudinka,RU,58.62,overcast clouds,69.4058,86.1778,Hotel Viktoria
577,Vestmannaeyjar,IS,52.79,few clouds,63.4427,-20.2734,Glamping & Camping
582,Klaksvik,FO,50.92,broken clouds,62.2266,-6.589,Airbnb rooms
584,Fairbanks,US,59.09,light rain,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
587,Bonavista,CA,64.85,clear sky,48.6499,-53.1147,Sweet Sharons bnb
588,Uyemskiy,RU,69.85,few clouds,64.4743,40.8524,Turkompleks Malyye Karely
594,Svetlyy,RU,64.96,broken clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
595,Talcahuano,CL,51.48,moderate rain,-36.7167,-73.1167,departamento comodo
596,Gannan,CN,65.3,overcast clouds,47.9147,123.5031,Gannan Supply and Marketing Cooperatives Hostel
597,Saint-Joseph,RE,68.38,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
601,Onguday,RU,58.96,overcast clouds,50.75,86.15,Barskaya Usad'ba
602,Kalianget,ID,79.25,scattered clouds,-7.05,113.9333,Pesanggrahan Garam
607,The Pas,CA,78.82,clear sky,53.8251,-101.2541,Wescana Inn
609,Klyuchi,RU,64.0,clear sky,52.2667,79.1667,Vesolaya Mayovka
610,Tofield,CA,69.28,overcast clouds,53.3668,-112.6686,Tofield Hotel
612,Rorvik,NO,57.18,broken clouds,64.8621,11.2373,Kysthotellet Rørvik AS
614,Dindori,IN,77.4,few clouds,22.95,81.0833,Konark Marriage Garden
615,Asfi,MA,73.56,few clouds,32.2994,-9.2372,Hôtel Abda
617,Pailon,BO,62.28,light rain,-17.65,-62.75,La plaza
618,Mackay,AU,61.68,clear sky,-21.15,149.2,International Lodge Motel
619,Chulman,RU,62.15,light rain,56.8479,124.9104,Gostinitsa
620,Matara,LK,79.16,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
622,Singaraja,ID,77.85,scattered clouds,-8.112,115.0882,Puri Bagus Lovina Resort
623,Wajir,KE,79.59,broken clouds,1.7471,40.0573,Mahatallah Hotel
626,Juneau,US,55.22,moderate rain,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
631,Popondetta,PG,72.77,scattered clouds,-8.7537,148.2534,Timos Transit House
632,Voyvozh,RU,64.29,clear sky,62.892,54.9635,Gostinitsa Yakor'
633,Ca Mau,VN,78.4,broken clouds,9.1769,105.15,Mường Thanh Luxury Cà Mau Hotel
637,Pimentel,PE,70.09,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
640,Flic En Flac,MU,70.36,few clouds,-20.2742,57.3631,Hilton Mauritius Resort & Spa
641,Farrukhnagar,IN,73.11,overcast clouds,17.0778,78.2011,Musthafa Five Star Kiranam
644,Kitami,JP,65.37,overcast clouds,43.8031,143.8908,Toyoko INN Kitami Ekimae
645,Susono,JP,69.19,overcast clouds,35.2184,138.8817,Hotel Route-Inn Susono Inter
646,Libertador General San Martin,AR,63.97,clear sky,-23.8064,-64.7876,Posada del Sol
648,Bamiantong,CN,62.92,overcast clouds,44.9333,130.5333,Dehuiyuan Leisure Resort
651,Kaoma,ZM,59.97,clear sky,-14.7833,24.8,KAOMA AIRPORT
652,Rabo De Peixe,PT,71.11,broken clouds,37.8,-25.5833,Quinta das Giestas
654,Esso,RU,55.58,scattered clouds,55.9333,158.7,Paramushir Tur
658,Yei,SS,68.14,light rain,4.095,30.6779,Twins Hotel Yei
659,Waipawa,NZ,50.77,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
662,Gravdal,NO,51.69,broken clouds,68.1214,13.5031,Skreda Rorbusuiter
664,Severodvinsk,RU,69.91,light rain,64.5635,39.8302,Park Hotel
666,Dalen,NL,78.01,overcast clouds,52.6992,6.7556,Coevorden Castle
667,Westerland,DE,64.42,clear sky,54.9079,8.3033,Dorint Strandresort & Spa Westerland / Sylt
670,Isiro,CD,71.11,light rain,2.7739,27.616,Guest House Hewa Bora
671,Motegi,JP,74.26,broken clouds,36.5167,140.1833,Mobility Resort Motegi
674,Marfino,RU,67.91,clear sky,55.7028,37.3822,Nemchinovka-Park
675,Ostersund,SE,54.05,overcast clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
679,Vikhorevka,RU,53.19,scattered clouds,56.1201,101.1636,Pansionat Sosnovyye Rodniki
681,Ilulissat,GL,59.02,few clouds,69.2167,-51.1,Hotel Arctic
682,High Level,CA,69.91,scattered clouds,58.5169,-117.136,Days Inn by Wyndham High Level
683,Louga,RU,55.22,light rain,58.7372,29.8453,U Lysoy Gory Hotel
685,Oktyabrskiy,RU,67.6,overcast clouds,54.4815,53.471,Гостиница Октябрьская
687,Tupanatinga,BR,70.5,light rain,-8.7533,-37.3397,Pousada Central
688,Antalaha,MG,68.02,broken clouds,-14.9003,50.2788,Hotel Vitasoa
689,Puerto Del Rosario,ES,76.75,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
